# Function List for Skullmonkeys (SLES-01090)
# Auto-generated by Ghidra script
#
# Format: address | size | module | submodule | name
#

0x800750CC |   184 | Game/GAMELOOP   | menu            | SetupMenuIdleAnimation
0x80075184 |   176 | Game/GAMELOOP   | level           | InitRunnLevelEntity
0x80075234 |   164 | Game/GAMELOOP   | menu            | InitMenuButtonEntity
0x800752D8 |    44 | Game/GAMELOOP   | menu            | MenuButtonCallback
0x80075304 |   140 | Game/GAMELOOP   | menu            | SetupMenuButtonAnimation
0x80075390 |    68 | Game/GAMELOOP   | menu            | MenuSetEntityIdle
0x800753D4 |    68 | Game/GAMELOOP   | menu            | MenuSetEntityIdle2
0x80075418 |    92 | Game/GAMELOOP   | menu            | InitMenuButtonWithSpriteId
0x80075474 |    88 | Game/GAMELOOP   | menu            | InitMenuButtonWithSpritePtr
0x800754CC |   320 | Game/GAMELOOP   | -               | AttachCursorToButton
0x8007560C |   148 | Game/GAMELOOP   | menu            | MenuActivateButton
0x800756A0 |    76 | Game/GAMELOOP   | menu            | MenuDeactivateButton
0x800756EC |    48 | Game/GAMELOOP   | menu            | Menu_PlayConfirmSound
0x8007571C |   144 | Game/GAMELOOP   | menu            | InitMenuPasswordButton
0x800757AC |   172 | Game/GAMELOOP   | menu            | MenuActivateButtonWithReset
0x80075858 |   100 | Game/GAMELOOP   | -               | FINN_ClearSubentityState
0x800758BC |    76 | Game/GAMELOOP   | menu            | Menu_PlaySelectSoundIfEnabled
0x80075908 |    60 | Game/GAMELOOP   | menu            | Menu_PlayConfirmSoundIfEnabled
0x80075944 |   296 | Game/GAMELOOP   | menu            | InitMenuLevelSelectButton
0x80075A6C |   172 | Game/GAMELOOP   | menu            | MenuActivateLevelSelectButton
0x80075B18 |   100 | Game/GAMELOOP   | menu            | MenuDeactivateLevelSelectButton
0x80075B84 |   180 | Game/GAMELOOP   | menu            | Menu_IncrementSelection
0x80075C38 |   176 | Game/GAMELOOP   | menu            | Menu_DecrementAndPlaySound
0x80075CE8 |   300 | Game/GAMELOOP   | menu            | InitMenuSkullIconButton
0x80075E14 |   172 | Game/GAMELOOP   | menu            | MenuActivateSkullIconButton
0x80075EC0 |   100 | Game/GAMELOOP   | menu            | MenuDeactivateSkullIconButton
0x80075F2C |   104 | Game/GAMELOOP   | menu            | Menu_CycleOptionAndPlaySound
0x80075F94 |    96 | Game/GAMELOOP   | menu            | Menu_DecrementCounter
0x80075FF4 |   552 | Game/GAMELOOP   | -               | InitPasswordDisplayEntity
0x8007621C |   228 | Game/GAMELOOP   | -               | PasswordDigitSelectActive
0x80076300 |   120 | Game/GAMELOOP   | -               | PasswordDigitSelectInactive
0x80076378 |   404 | Game/GAMELOOP   | -               | PasswordSubmitEventHandler
0x8007650C |   288 | Game/GAMELOOP   | -               | PasswordBackspaceHandler
0x8007662C |   404 | Game/GAMELOOP   | -               | PasswordDigitInputHandler
0x800767C0 |   124 | Game/GAMELOOP   | menu            | InitMenuLogoEntity
0x8007683C |   236 | Game/GAMELOOP   | menu            | MenuLogoAnimEventHandler
0x80076928 |   432 | Game/GAMELOOP   | menu            | InitMenuEntity
0x80076AD8 |   200 | Game/GAMELOOP   | menu            | OptionsMenuDestroyCallback
0x80076BA0 |  1224 | Game/GAMELOOP   | menu            | InitMenuStage1
0x80077068 |   348 | Game/GAMELOOP   | menu            | InitMenuStage2
0x800771C4 |   568 | Game/GAMELOOP   | menu            | InitMenuStage3
0x800773FC |  1152 | Game/GAMELOOP   | menu            | InitMenuStage4
0x8007787C |    80 | Game/GAMELOOP   | -               | ApplyAudioSettings
0x800778CC |    32 | Game/GAMELOOP   | -               | UpdateBackgroundColorWrapper
0x800778EC |    84 | Game/GAMELOOP   | -               | UpdateBackgroundColor
0x80077940 |   352 | Game/GAMELOOP   | menu            | MenuTickCallback
0x80077AA0 |    80 | Game/GAMELOOP   | -               | DemoCountdownCallback
0x80077AF0 |  1272 | Game/GAMELOOP   | menu            | MenuInputHandler
0x80077FE8 |   308 | Game/GAMELOOP   | -               | InitHUDDigitDisplay
0x8007811C |   228 | Game/GAMELOOP   | -               | HUDDigitDisplayTickCallback
0x80078200 |  5180 | Game/GAMELOOP   | -               | CreateResultsScreenEntity
0x8007963C |   364 | Game/GAMELOOP   | -               | EndingTickCallback
0x800797A8 |   264 | Game/GAMELOOP   | -               | TriggerEndingSequence
0x800798B0 |   212 | Game/GAMELOOP   | -               | EndingCreditsRevealTick
0x80079984 |   132 | Game/GAMELOOP   | -               | EndingCreditsDelayTick
0x80079A08 |   136 | Game/GAMELOOP   | -               | EndingCreditsScrollTick
0x80079A90 |   136 | Game/GAMELOOP   | -               | EndingCreditsScrollTick2
0x80079B18 |   268 | Game/GAMELOOP   | -               | EndingCreditsCompleteTick
0x80079C24 |   136 | Game/GAMELOOP   | -               | EndingCreditsFadeOutTick
0x80079CAC |   100 | Game/GAMELOOP   | -               | EndingEntityDestroyCallback_1E54
0x80079D10 |   100 | Game/GAMELOOP   | -               | EndingEntityDestroyCallback_1E74
0x80079D84 |   104 | Game/GAMELOOP   | -               | EndingEntityDestroyCallback
0x80079DF4 |   100 | Game/GAMELOOP   | -               | EndingEntityDestroyCallback_2034
0x80079E58 |   100 | Game/GAMELOOP   | -               | EndingEntityDestroyCallback_2034_V2
0x80079EBC |   100 | Game/GAMELOOP   | -               | EndingEntityDestroyCallback_2034_V3
0x80079F20 |   100 | Game/GAMELOOP   | -               | EndingEntityDestroyCallback_2034_V4
0x80079FB0 |   100 | Game/GAMELOOP   | -               | EndingEntityDestroyCallback_2034_V5
0x8007A014 |   100 | Game/GAMELOOP   | -               | EndingEntityDestroyCallback_208C
0x8007A078 |   100 | Game/GAMELOOP   | -               | EndingEntityDestroyCallback_20AC
0x8007A0EC |    52 | Game/GAMELOOP   | -               | EndingEntityDestroyCallback_20CC
0x8007A120 |    48 | Game/GAMELOOP   | -               | FreeEntitySimple17
0x8007A150 |     8 | Game/GAMELOOP   | -               | PassThroughFunction
0x8007A158 |    60 | Game/GAMELOOP   | -               | InitEndingSequence
0x8007A194 |    40 | Game/GAMELOOP   | -               | ConditionalDelete
0x8007A1BC |    44 | Game/GAMELOOP   | level           | InitLevelDataContext
0x8007A1E8 |    48 | Game/GAMELOOP   | -               | ResetGameStateInputAndContext
0x8007A218 |    28 | Game/GAMELOOP   | -               | ClearContextOffsets68to7C
0x8007A234 |    96 | Game/GAMELOOP   | level           | ClearLevelDataContext
0x8007A294 |   168 | Game/GAMELOOP   | playback        | AdvancePlaybackSequence
0x8007A33C |   112 | Game/GAMELOOP   | -               | SetSequenceIndexByMode
0x8007A3AC |   276 | Game/GAMELOOP   | level           | SeekToLevelInSequence
0x8007A4C0 |   184 | Game/GAMELOOP   | -               | FindSaveSlotByName
0x8007A578 |    28 | Game/GAMELOOP   | level           | AdvanceLevelSequence
0x8007A594 |    56 | Game/GAMELOOP   | playback        | PeekNextPlaybackMode
0x8007A5CC |    96 | Game/GAMELOOP   | -               | GetPrimaryBufferSize
0x8007A62C |   596 | Game/GAMELOOP   | level           | LevelDataParser
0x8007A880 |   140 | Game/GAMELOOP   | level           | LoadLevelByWorldIndex
0x8007A90C |   164 | Game/GAMELOOP   | level           | LoadLevelByWorldId
0x8007A9B0 |    20 | Game/GAMELOOP   | level           | GetLevelCount
0x8007A9C4 |    36 | Game/GAMELOOP   | level           | GetLevelAssetIndex
0x8007AA08 |    32 | Game/GAMELOOP   | level           | getLevelName
0x8007AA28 |    36 | Game/GAMELOOP   | level           | GetLevelFlagByIndex
0x8007AA4C |    68 | Game/GAMELOOP   | level           | GetCurrentLevelAssetIndex
0x8007AA90 |    76 | Game/GAMELOOP   | level           | GetCurrentLevelDisplayName
0x8007AB44 |    68 | Game/GAMELOOP   | loading         | GetLoadingScreenMinDisplayTime
0x8007AB88 |    68 | Game/GAMELOOP   | loading         | GetLoadingScreenMaxDisplayTime
0x8007ABCC |   136 | Game/GAMELOOP   | -               | GetCurrentSectorOffset
0x8007AC54 |   136 | Game/GAMELOOP   | -               | GetCurrentSectorCount
0x8007ACDC |    20 | Game/GAMELOOP   | asset           | GetAssetCount
0x8007ACF0 |    32 | Game/GAMELOOP   | -               | GetMovieEntryByIndex
0x8007AD30 |    76 | Game/GAMELOOP   | -               | GetCurrentMovieReserved
0x8007AD7C |    60 | Game/GAMELOOP   | level           | GetMovieDataForLevel
0x8007ADB8 |    16 | Game/GAMELOOP   | -               | ReturnZero
0x8007ADC8 |    76 | Game/GAMELOOP   | -               | GetCurrentMovieFilename
0x8007AE14 |    68 | Game/GAMELOOP   | -               | GetMovieUnknown00
0x8007AE58 |    68 | Game/GAMELOOP   | -               | GetMovieSectorCount
0x8007AE9C |   264 | Game/GAMELOOP   | -               | GetCurrentModeReservedData
0x8007AFF8 |   124 | Game/GAMELOOP   | -               | GetCurrentTertiaryDataSize
0x8007B074 |   892 | Game/GAMELOOP   | loading         | LoadAssetContainer
0x8007B3F0 |    12 | Game/GAMELOOP   | -               | GetCurrentStageIndex
0x8007B3FC |    56 | Game/GAMELOOP   | asset           | GetAsset101Entry
0x8007B434 |    36 | Game/GAMELOOP   | level           | GetLevelDimensions
0x8007B458 |    36 | Game/GAMELOOP   | -               | GetSpawnPosition
0x8007B47C |    20 | Game/GAMELOOP   | level           | GetLevelFlags
0x8007B490 |    20 | Game/GAMELOOP   | -               | GetTileHeaderWorldIndex
0x8007B4A4 |    20 | Game/GAMELOOP   | -               | GetTileHeaderField1A
0x8007B4B8 |    12 | Game/GAMELOOP   | -               | GetTileHeaderPtr
0x8007B4C4 |    12 | Game/GAMELOOP   | -               | GetSecondaryColorPtr
0x8007B4D0 |    40 | Game/GAMELOOP   | -               | GetPaletteGroupCount
0x8007B4F8 |    56 | Game/GAMELOOP   | -               | GetPaletteDataPtr
0x8007B530 |    12 | Game/GAMELOOP   | -               | GetPaletteAnimData
0x8007B53C |    32 | Game/GAMELOOP   | -               | GetTotalTileCount
0x8007B588 |   208 | Game/GAMELOOP   | -               | CopyTilePixelData
0x8007B658 |    88 | Game/GAMELOOP   | -               | GetAnimatedTileData
0x8007B6B0 |    12 | Game/GAMELOOP   | -               | GetPaletteIndices
0x8007B6BC |    12 | Game/GAMELOOP   | -               | GetTileSizeFlags
0x8007B6C8 |    20 | Game/GAMELOOP   | -               | GetLayerCount
0x8007B6DC |    36 | Game/GAMELOOP   | -               | GetTilemapDataPtr
0x8007B700 |    36 | Game/GAMELOOP   | -               | GetLayerEntry
0x8007B74C |    12 | Game/GAMELOOP   | -               | HasTileAttributes
0x8007B758 |    32 | Game/GAMELOOP   | -               | GetTileAttributeUnknown
0x8007B778 |    36 | Game/GAMELOOP   | -               | GetTileAttributeDimensions
0x8007B79C |    12 | Game/GAMELOOP   | -               | GetTileAttributeData
0x8007B7A8 |    20 | Game/GAMELOOP   | -               | GetEntityCount
0x8007B7BC |    12 | Game/GAMELOOP   | -               | GetEntityDataPtr
0x8007B7C8 |    20 | Game/GAMELOOP   | asset           | GetAsset100Field1C
0x8007B7DC |    12 | Game/GAMELOOP   | level           | GetLevelDataContextField3C
0x8007B80C |    68 | Game/GAMELOOP   | -               | GetTilemapLayerWidth
0x8007B850 |    68 | Game/GAMELOOP   | -               | GetTilemapLayerDataPtr
0x8007B894 |   124 | Game/GAMELOOP   | -               | CopyTilemapLayerIndex
0x8007B910 |    20 | Game/GAMELOOP   | -               | GetTileHeaderField16
0x8007B924 |    12 | Game/GAMELOOP   | -               | GetVehicleDataPtr
0x8007B968 |   232 | Game/GAMELOOP   | -               | FindSpriteInTOC
0x8007BA50 |    40 | Game/GAMELOOP   | asset           | GetAsset601Size
0x8007BA78 |    40 | Game/GAMELOOP   | asset           | GetAsset601Ptr
0x8007BAA0 |    40 | Game/GAMELOOP   | asset           | GetAsset602Ptr
0x8007BAC8 |    28 | Game/GAMELOOP   | -               | GetDemoDataPtr
0x8007BAE4 |    12 | Game/GAMELOOP   | asset           | GetAssetHeaderPtr
0x8007BAF0 |    16 | Game/GAMELOOP   | -               | ReturnZero2
0x8007BB00 |    16 | Game/GAMELOOP   | -               | SetSpriteTables
0x8007BB10 |   176 | Game/GAMELOOP   | -               | LookupSpriteById
0x8007BBC0 |    44 | Game/GAMELOOP   | -               | ClearSpriteContextWrapper
0x8007BBEC |    44 | Game/GAMELOOP   | -               | InitSpriteContextWrapper
0x8007BC18 |    36 | Game/GAMELOOP   | -               | ClearSpriteContext
0x8007BC3C |   428 | Game/GAMELOOP   | -               | InitSpriteContext
0x8007BDE8 |   212 | Game/GAMELOOP   | -               | RenderSprite
0x8007BEBC |   192 | Game/GAMELOOP   | -               | GetFrameMetadata
0x8007BF7C |    60 | Game/GAMELOOP   | -               | DecodeRLESpriteChecked
0x8007BFB8 |   208 | Game/GAMELOOP   | -               | InitSPUDefaults
0x8007C088 |   600 | Game/GAMELOOP   | loading         | UploadAudioToSPU
0x8007C2E0 |    68 | Game/GAMELOOP   | loading         | PopSPUUploadBlock
0x8007C334 |    40 | Game/GAMELOOP   | -               | ShutdownSPUAndResetSoundState
0x8007C36C |    28 | Game/GAMELOOP   | -               | SetGameMode
0x8007C388 |   988 | Game/GAMELOOP   | -               | PlaySoundEffect
0x8007C764 |    84 | Game/GAMELOOP   | -               | PlayGameSoundById
0x8007C7B8 |    52 | Game/GAMELOOP   | -               | StopSPUVoice
0x8007C7EC |    44 | Game/GAMELOOP   | -               | StopAllSPUVoices
0x8007C818 |   528 | Game/GAMELOOP   | -               | CalculateStereoVolume
0x8007CA28 |   116 | Game/GAMELOOP   | -               | SetVoicePanning
0x8007CA9C |   132 | Game/GAMELOOP   | level           | StartCDAudioForLevel
0x8007CB20 |    36 | Game/GAMELOOP   | cd              | StopCDStreaming
0x8007CB44 |   124 | Game/GAMELOOP   | -               | SaveAndMuteAllVoicePitches
0x8007CBC0 |   104 | Game/GAMELOOP   | -               | ResumeAllVoicePitches
0x8007CC28 |    36 | Game/GAMELOOP   | -               | SetStereoMode
0x8007CC4C |    28 | Game/GAMELOOP   | level           | SetReverbLevel
0x8007CC68 |    80 | Game/GAMELOOP   | -               | SetAudioVolume
0x8007CCB8 |    68 | Game/GAMELOOP   | cd              | TickCDStreamBuffer
0x8007CCFC |    56 | Game/GAMELOOP   | -               | InitEntityWithTableAndSprite
0x8007CD34 |   652 | Game/GAMELOOP   | -               | InitGameState
0x8007CFC0 |   408 | Game/GAMELOOP   | -               | RespawnAfterDeath
0x8007D158 |   120 | Game/GAMELOOP   | level           | StartLevelWithResetOrAdvance
0x8007D1D0 |  1744 | Game/GAMELOOP   | level           | InitializeAndLoadLevel
0x8007D8A0 |  1132 | Game/GAMELOOP   | level           | SetupAndStartLevel
0x8007DD0C |   556 | Game/GAMELOOP   | -               | DisplayTransitionSprite
0x8007DF38 |  1688 | Game/GAMELOOP   | -               | SpawnPlayerAndEntities
0x8007E5D0 |   132 | Game/GAMELOOP   | -               | DestroyEntityAndFreeResources
0x8007E654 |  1112 | Game/GAMELOOP   | -               | GameModeCallback
0x8007EAAC |    64 | Game/GAMELOOP   | checkpoint      | SaveCheckpointState
0x8007EAEC |   140 | Game/GAMELOOP   | checkpoint      | RestoreCheckpointEntities
0x8007EB78 |   144 | Game/GAMELOOP   | checkpoint      | RemoveCheckpointEntityById
0x8007EC08 |   300 | Game/GAMELOOP   | menu            | PauseGameAndShowMenu
0x8007ED34 |    80 | Game/GAMELOOP   | -               | PauseGameWithFadeOut
0x8007ED84 |    24 | Game/GAMELOOP   | level           | SetNextLevelFlagWithFade
0x8007ED9C |   108 | Game/GAMELOOP   | -               | UnpauseGameAndRestoreEntities
0x8007EE08 |   100 | Game/GAMELOOP   | -               | ClearEntitiesAndFadeToBlack
0x8007EE6C |   108 | Game/GAMELOOP   | -               | HandleGenericTriggerZone
0x8007EED8 |   248 | Game/GAMELOOP   | -               | CleanupRespawnEntities
0x8007EFD0 |   128 | Game/GAMELOOP   | entity_init     | EntityType000_004_Pickup_Init
0x8007F050 |   128 | Game/GAMELOOP   | entity_init     | EntityType088_ForegroundDecor_Init
0x8007F0D0 |   112 | Game/GAMELOOP   | entity_init     | EntityType108_VerticalPlatform_Init
0x8007F140 |   128 | Game/GAMELOOP   | entity_init     | EntityType114_DecorationA_Init
0x8007F1C0 |   132 | Game/GAMELOOP   | entity_init     | EntityType117_DecorationB_Init
0x8007F244 |   136 | Game/GAMELOOP   | entity_init     | EntityType010_InteractiveObject_Init
0x8007F2CC |   136 | Game/GAMELOOP   | entity_init     | EntityType026_Enemy_Init
0x8007F354 |   136 | Game/GAMELOOP   | entity_init     | EntityType027_PathEnemy_Init
0x8007F3DC |   132 | Game/GAMELOOP   | entity_init     | EntityType076_PathEnemy_Init
0x8007F460 |   112 | Game/GAMELOOP   | entity_init     | EntityType118_SpecialPickup_Init
0x8007F4D0 |   112 | Game/GAMELOOP   | level           | EntityType099_LevelStateCollectible_Init
0x8007F540 |   112 | Game/GAMELOOP   | entity_init     | EntityType109_TimedCollectible_Init
0x8007F5B0 |   136 | Game/GAMELOOP   | entity_init     | EntityType084_PathEnemyAlt_Init
0x8007F638 |   136 | Game/GAMELOOP   | entity_init     | EntityType096_PathPlatformEnemy_Init
0x8007F6C0 |   112 | Game/GAMELOOP   | entity_init     | EntityType120_ChildSprite_Init
0x8007F730 |   128 | Game/GAMELOOP   | entity_init     | EntityType001_BossEntity_Init
0x8007F7B0 |   128 | Game/GAMELOOP   | entity_init     | EntityType005_FlyingEnemy_Init
0x8007F830 |   128 | Game/GAMELOOP   | entity_init     | EntityType006_FlyingEnemyAlt_Init
0x8007F8B0 |   128 | Game/GAMELOOP   | entity_init     | EntityType012_Collectible_Init
0x8007F930 |   128 | Game/GAMELOOP   | entity_init     | EntityType017_EnemyCluster_Init
0x8007F9B0 |   128 | Game/GAMELOOP   | entity_init     | EntityType018_EnemyCluster_Init
0x8007FA30 |   124 | Game/GAMELOOP   | entity_init     | EntityType019_EnemyCluster_Init
0x8007FAAC |   124 | Game/GAMELOOP   | entity_init     | EntityType020_EnemyCluster_Init
0x8007FB28 |   124 | Game/GAMELOOP   | entity_init     | EntityType021_EnemyCluster_Init
0x8007FBA4 |   124 | Game/GAMELOOP   | entity_init     | EntityType049_BossRelated_Init
0x8007FC20 |   124 | Game/GAMELOOP   | entity_init     | EntityType050_BossMain_Init
0x8007FC9C |   124 | Game/GAMELOOP   | entity_init     | EntityType051_BossPart_Init
0x8007FD18 |   124 | Game/GAMELOOP   | entity_init     | EntityType057_WaypointClayballA_Init
0x8007FD94 |   124 | Game/GAMELOOP   | entity_init     | EntityType058_WaypointClayballB_Init
0x8007FE10 |   124 | Game/GAMELOOP   | entity_init     | EntityType059_WaypointClayballC_Init
0x8007FE8C |   112 | Game/GAMELOOP   | entity_init     | EntityType062_ClayballVariantA_Init
0x8007FEFC |   112 | Game/GAMELOOP   | entity_init     | EntityType063_ClayballVariantB_Init
0x8007FF6C |   112 | Game/GAMELOOP   | entity_init     | EntityType064_Particle_Init
0x8007FFDC |   116 | Game/GAMELOOP   | entity_init     | EntityType066_ClayballVariantC_Init
0x80080050 |   116 | Game/GAMELOOP   | entity_init     | EntityType067_ClayballVariantD_Init
0x800800C4 |   116 | Game/GAMELOOP   | entity_init     | EntityType068_ClayballVariantE_Init
0x80080138 |   124 | Game/GAMELOOP   | entity_init     | EntityType090_SwitchClayballA_Init
0x800801B4 |   124 | Game/GAMELOOP   | entity_init     | EntityType091_SwitchClayballB_Init
0x80080230 |   124 | Game/GAMELOOP   | entity_init     | EntityType092_SwitchClayballC_Init
0x800802AC |   124 | Game/GAMELOOP   | entity_init     | EntityType093_BonusClayball_Init
0x80080328 |   112 | Game/GAMELOOP   | entity_init     | EntityType002_Clayball_Init
0x80080398 |   112 | Game/GAMELOOP   | entity_init     | EntityType022_EnemyCluster_Init
0x80080408 |    24 | Game/GAMELOOP   | entity_init     | EntityType007_ItemCollectible_Init
0x80080430 |    72 | Game/GAMELOOP   | -               | SpawnRandomColorDecorEntity
0x80080478 |   112 | Game/GAMELOOP   | entity_init     | EntityType011_Collectible_Init
0x800804E8 |   112 | Game/GAMELOOP   | entity_init     | EntityType009_Collectible_Init
0x80080558 |   112 | Game/GAMELOOP   | entity_init     | EntityType023_EnemyCluster_Init
0x800805C8 |   112 | Game/GAMELOOP   | entity_init     | EntityType025_PhartHeadCollectible_Init
0x80080638 |   112 | Game/GAMELOOP   | entity_init     | EntityType028_PlatformA_Init
0x800806A8 |   112 | Game/GAMELOOP   | entity_init     | EntityType029_Enemy_Init
0x80080718 |   112 | Game/GAMELOOP   | entity_init     | EntityType061_Sparkle_Init
0x80080788 |   112 | Game/GAMELOOP   | entity_init     | EntityType069_FadeableDecor_Init
0x800807F8 |    24 | Game/GAMELOOP   | entity_init     | EntityType070_PathDecor_Init
0x80080820 |    72 | Game/GAMELOOP   | -               | SpawnPathDecor1Entity
0x80080868 |   112 | Game/GAMELOOP   | entity_init     | EntityType072_AnimatedDecor_Init
0x800808D8 |   112 | Game/GAMELOOP   | entity_init     | EntityType075_SimpleDecor_Init
0x80080948 |    24 | Game/GAMELOOP   | menu            | EntityType079_RandomizedMenu_Init
0x80080970 |    72 | Game/GAMELOOP   | -               | SpawnPathDecor2Entity
0x800809B8 |   112 | Game/GAMELOOP   | menu            | EntityType080_TimerMenu_Init
0x80080A28 |   112 | Game/GAMELOOP   | entity_init     | EntityType081_PathDecorAlt_Init
0x80080A98 |    96 | Game/GAMELOOP   | entity_init     | EntityType083_InteractiveDecor_Init
0x80080AF8 |   104 | Game/GAMELOOP   | entity_init     | EntityType033_ObjectVariant_Init
0x80080B60 |   104 | Game/GAMELOOP   | entity_init     | EntityType036_ObjectVariant_Init
0x80080BC8 |   100 | Game/GAMELOOP   | entity_init     | EntityType038_Mechanism_Init
0x80080C2C |    96 | Game/GAMELOOP   | entity_init     | EntityType046_Object_Init
0x80080C8C |   112 | Game/GAMELOOP   | entity_init     | EntityType052_Mechanism_Init
0x80080CFC |   112 | Game/GAMELOOP   | entity_init     | EntityType040_Mechanism_Init
0x80080D6C |   112 | Game/GAMELOOP   | entity_init     | EntityType041_ClayKeeperEnemy_Init
0x80080DDC |   112 | Game/GAMELOOP   | entity_init     | EntityType042_Portal_Init
0x80080E4C |   112 | Game/GAMELOOP   | entity_init     | EntityType048_PlatformB_Init
0x80080EBC |    96 | Game/GAMELOOP   | menu            | EntityType080_TimerMenuAlt_Init
0x80080F1C |   112 | Game/GAMELOOP   | entity_init     | EntityType045_MessageBox_Init
0x80080F8C |    96 | Game/GAMELOOP   | entity_init     | EntityType065_Password_Init
0x80080FEC |   112 | Game/GAMELOOP   | entity_init     | EntityType071_Boss_MonkeyMage_Init
0x8008105C |   112 | Game/GAMELOOP   | entity_init     | EntityType100_Boss_GlennYntis_Init
0x800810CC |   112 | Game/GAMELOOP   | entity_init     | EntityType101_Boss_ShrineyGuard_Init
0x8008113C |   112 | Game/GAMELOOP   | entity_init     | EntityType102_Boss_JoeHeadJoe_Init
0x800811AC |   112 | Game/GAMELOOP   | entity_init     | EntityType103_Boss_Klogg_Init
0x8008121C |    96 | Game/GAMELOOP   | entity_init     | EntityType079_EnemySpawner_Init
0x8008127C |   112 | Game/GAMELOOP   | entity_init     | EntityType082_PathHazard_Init
0x800812EC |    96 | Game/GAMELOOP   | entity_init     | EntityType105_TriggerZone_Init
0x8008134C |   220 | Game/GAMELOOP   | entity_init     | EntityType097_098_110_111_GridHelper_Init
0x80081428 |   124 | Game/GAMELOOP   | entity_init     | EntityType094_IndexedSprite_Init
0x800814A4 |    96 | Game/GAMELOOP   | entity_init     | EntityType095_1970sBonus_Init
0x80081504 |     8 | Game/GAMELOOP   | entity_init     | EntityType008_ItemPickup_Init
0x8008150C |  1696 | Game/GAMELOOP   | level           | RemapEntityTypesForLevel
0x80081BAC |    96 | Game/GAMELOOP   | level           | LoadLevelSpriteAssets
0x80081C0C |    40 | Game/GAMELOOP   | -               | GetSlopeHeightAtSubpixel
0x80081C34 |   216 | Game/GAMELOOP   | -               | SetPlayerVehicleSpeed
0x80081D0C |   376 | Game/GAMELOOP   | -               | SpawnEntitiesAlternateSystem
0x80081E84 |    60 | Game/GAMELOOP   | -               | ClearAlternateEntitySpawnFlags
0x80081EC0 |    92 | Game/GAMELOOP   | -               | AddToDepthBucket
0x80081F1C |   180 | Game/GAMELOOP   | -               | FlushDepthBuckets
0x80081FD0 |    60 | Game/GAMELOOP   | -               | ClearEntityPoolArray
0x8008200C |   168 | Game/GAMELOOP   | level           | IsNormalPlatformLevel
0x800820B4 |  1548 | Game/GAMELOOP   | -               | CheckCheatCodeInput
0x80082708 |    40 | Game/GAMELOOP   | level           | FindSaveSlotForCurrentLevel
0x80082748 |    36 | Game/GAMELOOP   | level           | GetLevelDebugFlag
0x8008276C |    36 | Game/GAMELOOP   | level           | GetLevelShowHUDFlag
0x80082818 |    36 | Game/GAMELOOP   | level           | GetLevelAutoScrollFlag
0x8008284C |    52 | Game/GAMELOOP   | -               | SpecialEntityDestroyCallback_2120
0x80082880 |    48 | Game/GAMELOOP   | -               | FreeEntitySimple18
0x800828B0 |   824 | Game/GAMELOOP   | main            | main
0x80082C10 |   640 | Game/GAMELOOP   | menu            | ProcessDebugMenuInput
0x80082E90 |    40 | Game/GAMELOOP   | -               | DestroySpecificEntity
0x80082EB8 |    40 | Game/GAMELOOP   | cd              | CRT_InitStaticData2
0x80082EF0 |    52 | Game/GAMELOOP   | blb             | BLBEntityDestroyCallback_2758
0x80082F24 |    48 | Game/GAMELOOP   | blb             | FreeBLBMemory
0x80082F54 |    12 | Game/GAMELOOP   | -               | strcmp
0x80082F64 |    12 | Game/GAMELOOP   | -               | memcpy
0x80082F74 |    12 | Game/GAMELOOP   | -               | rand
0x80082F84 |    12 | Game/GAMELOOP   | -               | srand
0x80082F94 |   100 | Game/GAMELOOP   | -               | memmove
0x80082FF8 |     8 | Game/GAMELOOP   | -               | MEMMOVE_OBJ_64
0x80083000 |    48 | LIBS            | -               | StSetRing
0x80083030 |   132 | LIBS            | -               | CdInit
0x800830B4 |    20 | LIBS            | -               | EVENT_OBJ_84
0x800830C8 |    40 | LIBS            | -               | def_cbsync
0x800830F0 |    40 | LIBS            | -               | def_cbready
0x80083118 |    40 | LIBS            | -               | def_cbread
0x80083140 |    12 | LIBS            | -               | printf
0x80083150 |    12 | LIBS            | -               | DeliverEvent
0x80083160 |    16 | LIBS            | -               | CdStatus
0x80083170 |    16 | LIBS            | -               | CdMode
0x80083180 |    16 | LIBS            | -               | CdLastCom
0x80083190 |    16 | LIBS            | -               | CdLastPos
0x800831A0 |    88 | LIBS            | -               | CdReset
0x800831F8 |    20 | LIBS            | -               | SYS_OBJ_98
0x8008320C |    32 | LIBS            | -               | CdFlush
0x8008322C |    24 | LIBS            | -               | CdSetDebug
0x80083244 |    44 | LIBS            | -               | CdComstr
0x80083270 |     8 | LIBS            | -               | SYS_OBJ_110
0x80083278 |    44 | LIBS            | -               | CdIntstr
0x800832A4 |     8 | LIBS            | -               | SYS_OBJ_144
0x800832AC |    32 | LIBS            | -               | CdSync
0x800832CC |    32 | LIBS            | -               | CdReady
0x800832EC |    24 | LIBS            | -               | CdSyncCallback
0x80083304 |    24 | LIBS            | -               | CdReadyCallback
0x8008331C |   312 | LIBS            | -               | CdControl
0x80083454 |   300 | LIBS            | -               | CdControlF
0x80083580 |   280 | LIBS            | -               | CdControlB
0x80083698 |    44 | LIBS            | -               | SYS_OBJ_538
0x800836C4 |    32 | LIBS            | -               | CdMix
0x800836E4 |    32 | LIBS            | -               | CdGetSector
0x80083704 |    32 | LIBS            | -               | CdGetSector2
0x80083724 |    36 | LIBS            | -               | CdDataCallback
0x80083748 |    32 | LIBS            | -               | CdDataSync
